folder_name_row,word,pos_tag,ner_tag,custom_tag
00280_96,พ.ร.บ.,NN,B,I_CLS
00294_18,ครม.,NN,B,I_CLS
00294_65,ครม.,NN,B,I_CLS
00294_71,พ.ร.บ.,NN,B,I_CLS
00294_367,ครม.,NN,B,I_CLS
00294_387,ครม.,NN,B,I_CLS
00294_395,ครม.,NN,B,I_CLS
00297_2094,น.,NN,B,I_CLS
00297_2118,น.,NN,B,I_CLS
00297_2133,น.,NN,B,I_CLS
00297_2194,น.,NN,B,I_CLS
00297_2207,น.,NN,B,I_CLS
00302_102,พ.ร.บ.,NN,B,I_CLS
00302_614,พ.ร.บ.,NN,B,I_CLS
00302_624,พ.ร.บ.,NN,B,I_CLS
00302_803,พ.ร.บ.,NN,B,I_CLS
00302_997,พ.ร.บ.,NN,B,I_CLS
00302_1223,พ.ร.บ.,NN,B,I_CLS
00311_7,จนท.,NN,B,I_CLS
00313_22,ครม.,NN,B,I_CLS
00316_4,จนท.,NN,B,I_CLS
00316_203,ผวจ.,NN,B,I_CLS
00337_295,รมว.,NN,B,I_CLS
00337_299,รมว.,NN,B,I_CLS
00338_336,ครม.,NN,B,I_CLS
00338_347,ครม.,NN,B,I_CLS
00338_570,ครม.,NN,B,I_CLS
00338_648,ครม.,NN,B,I_CLS
00350_152,รปภ.,NN,B,I_CLS
00362_306,ครม.,NN,B,I_CLS
00366_1506,M.S.T.,NN,B,I_CLS
00366_1511,Ed.,NN,B,I_CLS
00369_119,จว.,NN,B,I_CLS
00370_4,ศก.,NN,B,I_CLS
00373_32,เอ็นจีโอ,NN,B,I_CLS
00373_1201,ผบ.,NN,B,I_CLS
00375_1,ร.ร.,NN,B,I_CLS
00386_99,พ.ร.บ.,NN,B,I_CLS
00391_1,จนท.,NN,B,I_CLS
00391_34,จนท.,NN,B,I_CLS
00407_290,รปภ.,NN,B,I_CLS
00407_322,รปภ.,NN,B,E_CLS
00407_1042,รปภ.,NN,B,I_CLS
00416_76,ส.ส.,NN,B,I_CLS
00416_498,ส.ส.,NN,B,I_CLS
00417_309,พ.ร.บ.,NN,B,I_CLS
00418_1186,ศก.,NN,B,I_CLS
00424_791,ครม.,NN,B,I_CLS
00424_1008,ครม.,NN,B,E_CLS
00433_41,จยย.,NN,B,I_CLS
00448_358,ครม.,NN,B,I_CLS
00448_397,ครม.,NN,B,I_CLS
00450_133,พ.ร.บ.,NN,B,I_CLS
00450_349,พ.ร.บ.,NN,B,I_CLS
00452_3,รร.,NN,B,I_CLS
00455_62,ครม.,NN,B,I_CLS
00455_1196,ครม.,NN,B,B_CLS
00455_1228,ครม.,NN,B,I_CLS
00468_1232,ผกก.สส.,NN,B,I_CLS
00468_1237,สว.สส.,NN,B,B_CLS
00468_1238,สน.,NN,B,I_CLS
00472_798,พ.ร.บ.,NN,B,I_CLS
00484_16,พ.ร.ก.,NN,B,E_CLS
00484_39,พ.ร.ก.,NN,B,I_CLS
00484_134,พ.ร.ก.,NN,B,I_CLS
00484_337,พ.ร.ก.,NN,B,I_CLS
00486_1223,ครม.,NN,B,I_CLS
00489_72,ครม.,NN,B,I_CLS
00489_86,ครม.,NN,B,I_CLS
00489_125,ครม.,NN,B,I_CLS
00489_174,ครม.,NN,B,I_CLS
00489_296,ครม.,NN,B,I_CLS
00491_54,บ.,NN,B,I_CLS
00492_29,จนท.,NN,B,I_CLS
00492_72,จนท.,NN,B,I_CLS
00495_19,ศก.,NN,B,I_CLS
00497_8,พ.ร.บ.,NN,B,I_CLS
00497_36,พ.ร.บ.,NN,B,I_CLS
00497_212,พ.ร.บ.,NN,B,I_CLS
00497_355,พ.ร.บ.,NN,B,I_CLS
00501_2291,พ.ร.บ.,NN,B,I_CLS
00502_11,จยย.,NN,B,I_CLS
00502_119,จยย.,NN,B,I_CLS
00502_193,จยย.,NN,B,I_CLS
00502_285,จยย.,NN,B,I_CLS
00502_308,จยย.,NN,B,I_CLS
00522_1,จนท.,NN,B,I_CLS
00522_997,จนท.,NN,B,I_CLS
00527_240,ครม.,NN,B,E_CLS
00527_278,ครม.,NN,B,I_CLS
00527_329,ครม.,NN,B,I_CLS
00527_407,ครม.,NN,B,I_CLS
00527_474,ครม.,NN,B,I_CLS
00527_528,ครม.,NN,B,I_CLS
00527_551,ครม.,NN,B,I_CLS
00527_581,ครม.,NN,B,I_CLS
00527_622,ครม.,NN,B,I_CLS
00528_2978,ครม.,NN,B,I_CLS
00538_71,ครม.,NN,B,I_CLS
00540_25,รพ.,NN,B,E_CLS
00546_337,ครม.,NN,B,I_CLS
00546_385,ครม.,NN,B,I_CLS
00546_1259,ครม.,NN,B,I_CLS
00546_1789,ครม.,NN,B,I_CLS
00546_1820,ครม.,NN,B,I_CLS
00546_1874,ครม.,NN,B,I_CLS
00546_1886,ครม.,NN,B,I_CLS
00546_1904,ครม.,NN,B,I_CLS
00546_1950,ครม.,NN,B,I_CLS
00546_2277,ครม.,NN,B,I_CLS
00546_2360,ครม.,NN,B,I_CLS
00546_2458,ครม.,NN,B,I_CLS
00546_2537,ครม.,NN,B,E_CLS
00546_2653,ครม.,NN,B,I_CLS
00546_2868,ครม.,NN,B,I_CLS
00546_4446,ครม.,NN,B,I_CLS
00546_4496,ครม.,NN,B,I_CLS
00546_4708,ครม.,NN,B,I_CLS
00551_185,พ.ร.ก.,NN,B,I_CLS
00551_295,พ.ร.ก.,NN,B,I_CLS
00551_311,พ.ร.ก.,NN,B,I_CLS
00551_319,พ.ร.บ.,NN,B,I_CLS
00559_28,ศก.,NN,B,I_CLS
00571_38,จว.,NN,B,I_CLS
00575_3,รปภ.,NN,B,I_CLS
00575_31,รปภ.,NN,B,I_CLS
00575_332,รปภ.,NN,B,I_CLS
00575_558,รปภ.,NN,B,I_CLS
00575_889,รปภ.,NN,B,I_CLS
00575_1114,รปภ.,NN,B,I_CLS
00575_1271,รปภ.,NN,B,I_CLS
00575_1303,รปภ.,NN,B,B_CLS
00575_1644,รปภ.,NN,B,E_CLS
00575_1762,รปภ.,NN,B,I_CLS
00575_1850,รปภ.,NN,B,I_CLS
00575_1959,รปภ.,NN,B,I_CLS
00575_1996,รปภ.,NN,B,I_CLS
00578_22,พ.ต.,NN,B,I_CLS
00578_27,นศ.,NN,B,I_CLS
00578_67,นศ.,NN,B,I_CLS
00578_3212,ศก.,NN,B,I_CLS
00581_115,พ.ร.บ.,NN,B,I_CLS
00581_123,ครม.,NN,B,I_CLS
00581_216,พ.ร.บ.,NN,B,I_CLS
00581_321,พ.ร.บ.,NN,B,I_CLS
00582_1272,รปภ.,NN,B,I_CLS
00592_715,ครม.,NN,B,I_CLS
00595_199,พ.ร.บ.,NN,B,I_CLS
00602_1114,จว.,NN,B,I_CLS
00609_2,ศก.,NN,B,I_CLS
00611_383,ร.ร.,NN,B,I_CLS
00611_1023,ร.ร.,NN,B,I_CLS
00612_180,พ.ร.ก.,NN,B,B_CLS
00613_102,พ.ร.ก.,NN,B,I_CLS
00613_182,พ.ร.ก.,NN,B,I_CLS
00613_214,พ.ร.ก.,NN,B,I_CLS
00613_550,ส.ว.,NN,B,I_CLS
00613_563,พ.ร.ก.,NN,B,I_CLS
00613_605,พ.ร.ก.,NN,B,E_CLS
00613_828,พ.ร.ก.,NN,B,I_CLS
00613_862,พ.ร.ก.,NN,B,I_CLS
00613_976,พ.ร.บ.,NN,B,I_CLS
00613_1015,พ.ร.บ.,NN,B,I_CLS
00613_1060,พ.ร.บ.,NN,B,I_CLS
00613_1104,พ.ร.บ.,NN,B,I_CLS
00613_1124,พ.ร.บ.,NN,B,I_CLS
00613_1267,พ.ร.บ.,NN,B,I_CLS
00613_1273,พ.ร.ก.,NN,B,B_CLS
00613_1302,พ.ร.ก.,NN,B,I_CLS
00613_1331,พ.ร.ก.,NN,B,I_CLS
00613_1373,พ.ร.ก.,NN,B,I_CLS
00613_1429,พ.ร.ก.,NN,B,I_CLS
00613_1667,พ.ร.ก.,NN,B,I_CLS
00613_1671,พ.ร.บ.,NN,B,I_CLS
00613_1726,พ.ร.ก.,NN,B,I_CLS
00613_1779,พ.ร.บ.,NN,B,I_CLS
00613_1801,พ.ร.บ.,NN,B,I_CLS
00614_1246,พ.ร.บ.,NN,B,I_CLS
00625_293,พ.ร.บ.,NN,B,I_CLS
00634_450,พ.ร.บ.,NN,B,I_CLS
00639_626,ครม.,NN,B,I_CLS
00641_3,รปภ.,NN,B,I_CLS
00648_105,จยย.,NN,B,I_CLS
00658_91,ม.,NN,B,I_CLS
00661_207,จนท.,NN,B,I_CLS
00661_311,จนท.,NN,B,I_CLS
00663_27,ส.ส.,NN,B,B_CLS
00663_186,พ.ร.บ.,NN,B,I_CLS
00663_463,พ.ร.บ.,NN,B,I_CLS
00663_724,พ.ร.บ.,NN,B,I_CLS
00663_816,พ.ร.บ.,NN,B,I_CLS
00665_21,ผบ.,NN,B,I_CLS
00678_3,จนท.,NN,B,I_CLS
00683_360,รปภ.,NN,B,I_CLS
00683_473,รปภ.,NN,B,B_CLS
00683_507,รปภ.,NN,B,I_CLS
00690_16,รปภ.,NN,B,I_CLS
00690_19,มทภ.4,NN,B,B_CLS
00690_37,รปภ.,NN,B,E_CLS
00692_13,ครม.,NN,B,I_CLS
00692_16,พ.ร.บ.,NN,B,I_CLS
00692_28,พ.ร.บ.,NN,B,I_CLS
00692_102,พ.ร.บ.,NN,B,I_CLS
00706_40,จยย.,NN,B,I_CLS
00709_374,พ.ร.บ.,NN,B,I_CLS
00709_397,พ.ร.บ.,NN,B,I_CLS
00714_889,มท.1,NN,B,B_CLS
00737_18,จนท.,CL,B,E_CLS
00744_3,ผบ.,NN,B,I_CLS
00744_131,ผบ.,NN,B,I_CLS
00744_386,ผบ.,NN,B,B_CLS
00744_468,ผบ.,NN,B,B_CLS
00744_480,ผบ.,NN,B,I_CLS
00750_27,ผวจ.,NN,B,I_CLS
00750_47,จว.,CL,B,E_CLS
00750_500,ครม.,NN,B,I_CLS
00750_689,ครม.,NN,B,I_CLS
00750_825,ครม.,NN,B,I_CLS
00750_1163,ครม.,NN,B,I_CLS
00750_1184,ครม.,NN,B,I_CLS
00751_53,ผอ.,NN,B,I_CLS
00754_1092,พ.ร.บ.,NN,B,I_CLS
00764_398,พ.ร.บ.,NN,B,I_CLS
00768_687,พ.ร.บ.,NN,B,I_CLS
00774_440,รปภ.,NN,B,I_CLS
00777_4,อุตฯ,NN,B,I_CLS
00786_247,พ.ร.บ.,NN,B,I_CLS
00794_352,ครม.,NN,B,I_CLS
00804_11,พ.ร.ก.,NN,B,I_CLS
00807_190,รปภ.,NN,B,I_CLS
00807_479,รปภ.,NN,B,I_CLS
00807_533,รปภ.,NN,B,I_CLS
00807_616,พ.ร.ก.,NN,B,I_CLS
00823_508,รปภ.,NN,B,I_CLS
00826_151,ครม.,NN,B,I_CLS
00826_790,ครม.,NN,B,I_CLS
00826_813,ครม.,NN,B,I_CLS
00826_996,ครม.,NN,B,E_CLS
00826_1105,ครม.,NN,B,I_CLS
00826_1386,บจ.,NN,B,I_CLS
00826_1802,ครม.,NN,B,E_CLS
00826_1904,ครม.,NN,B,I_CLS
00826_2592,ครม.,NN,B,I_CLS
00826_2595,ครม.,NN,B,B_CLS
00829_523,ครม.,NN,B,I_CLS
00829_533,ครม.,NN,B,I_CLS
00829_761,ครม.,NN,B,I_CLS
00829_915,ครม.,NN,B,I_CLS
00834_9,ฮ.,NN,B,I_CLS
00834_488,อบต.,NN,B,E_CLS
00834_1723,ครม.,NN,B,I_CLS
00838_15,พ.ร.บ.,NN,B,I_CLS
00838_125,พ.ร.บ.,NN,B,E_CLS
00838_439,พ.ร.บ.,NN,B,I_CLS
00847_268,พ.ร.บ.,NN,B,I_CLS
00850_59,รปภ.,NN,B,I_CLS
00856_4,จว.,NN,B,I_CLS
00857_105,พ.ร.บ.,NN,B,I_CLS
00858_1322,มทภ.,NN,B,I_CLS
00858_2408,มท.1,NN,B,B_CLS
00863_44,สัปดาห์,CL,MEA_BI,I_CLS
00872_1344,อบจ.,NN,B,I_CLS
00882_6,จนท.,NN,B,I_CLS
00882_34,จนท.,NN,B,I_CLS
00889_134,จีเอชโอพี,NN,B,I_CLS
00889_587,GHOP,NN,B,B_CLS
00890_51,พ.ร.บ.,NN,B,E_CLS
00890_330,พ.ร.บ.,NN,B,B_CLS
00890_376,พ.ร.บ.,NN,B,I_CLS
00915_698,รมต.,NN,B,I_CLS
00915_2049,รมต.,NN,B,I_CLS
00916_74,พ.ร.บ.,NN,B,B_CLS
00919_11,มท.1,NN,B,I_CLS
00924_811,สบ,NN,B,I_CLS
00924_841,ผบ.,NN,B,I_CLS
00934_9,จว.,NN,B,I_CLS
00937_551,พ.ร.บ.,NN,B,I_CLS
00939_10,จยย.,NN,B,I_CLS
00939_51,จยย.,NN,B,I_CLS
00939_78,จยย.,NN,B,I_CLS
00955_41,พ.ร.ก.,NN,B,I_CLS
00955_98,พ.ร.ก.,NN,B,I_CLS
00955_201,พ.ร.ก.,NN,B,I_CLS
00955_264,พ.ร.ก.,NN,B,I_CLS
00955_388,พ.ร.ก.,NN,B,I_CLS
00955_550,พ.ร.ก.,NN,B,I_CLS
00956_47,ผบ.,NN,B,I_CLS
00956_555,จยย.,NN,B,I_CLS
00956_575,จยย.,NN,B,E_CLS
00956_629,จยย.,NN,B,I_CLS
00956_701,จยย.,NN,B,I_CLS
00961_177,พ.ร.ก.,NN,B,I_CLS
00963_3,จนท.,NN,B,I_CLS
00963_12,จนท.,NN,B,B_CLS
00970_48,ผบ.,NN,B,I_CLS
00970_483,ม.,NN,B,I_CLS
00973_494,ครม.,NN,B,I_CLS
00978_83,รปภ.,NN,B,I_CLS
00978_388,จยย.,NN,B,E_CLS
00978_4458,ครม.,NN,B,I_CLS
00978_4640,พ.ร.บ.,NN,B,B_CLS
00978_4661,ครม.,NN,B,I_CLS
00978_4705,ครม.,NN,B,E_CLS
00978_4748,ครม.,NN,B,I_CLS
00978_4796,ครม.,NN,B,E_CLS
00978_4804,พ.ร.บ.,NN,B,I_CLS
00978_4863,พ.ร.บ.,NN,B,I_CLS
00978_5258,ครม.,NN,B,I_CLS
00978_5412,ครม.,NN,B,I_CLS
00978_6858,ครม.,NN,B,E_CLS
00978_7226,ส.ส.,NN,B,I_CLS
00978_7275,ส.ส.,NN,B,I_CLS
00981_0,ศก.,NN,B,B_CLS
01005_22,พ.ร.บ.,NN,B,I_CLS
01010_359,จยย.,NN,B,I_CLS
01015_657,รปภ.,NN,B,I_CLS
01015_952,รปภ.,NN,B,I_CLS
01027_76,ปชช.,NN,B,I_CLS
01028_301,ครม.,NN,B,I_CLS
01028_1189,ครม.,NN,B,E_CLS
01028_1507,ครม.,NN,B,E_CLS
01029_345,จยย.,NN,B,I_CLS
01029_393,จยย.,NN,B,I_CLS
01038_13,ศก.,NN,B,E_CLS
01048_2117,พ.ร.บ.,NN,B,I_CLS
01048_2360,พ.ร.บ.,NN,B,I_CLS
01048_2688,พ.ร.บ.,NN,B,I_CLS
01052_63,จยย.,NN,B,I_CLS
01064_122,พ.ร.บ.,NN,B,I_CLS
01072_1136,รปภ.,NN,B,I_CLS
01072_1254,รปภ.,NN,B,I_CLS
01074_170,ร.ร.,NN,B,I_CLS
01074_343,พ.ร.บ.,NN,B,I_CLS
01075_62,จนท.,NN,B,B_CLS
01078_702,พ.ร.ก.,NN,B,I_CLS
01078_704,พ.ร.บ.,NN,B,I_CLS
01082_349,พ.ร.บ.,NN,B,I_CLS
01082_379,พ.ร.บ.,NN,B,I_CLS
01097_4,ผอ.,NN,B,I_CLS
01100_405,ถ.,NN,B,I_CLS
01116_282,พ.ร.บ.,NN,B,I_CLS
01116_1042,พ.ร.บ.,NN,B,I_CLS
01116_1058,พ.ร.ก.,NN,B,E_CLS
01116_1060,พ.ร.บ.,NN,B,I_CLS
01126_396,ส.ส.,NN,B,I_CLS
01126_407,ส.ส.,NN,B,B_CLS
01126_509,ส.ว.,NN,B,I_CLS
01127_578,พ.ร.บ.,NN,B,I_CLS
01127_587,พ.ร.บ.,NN,B,I_CLS
01127_598,พ.ร.บ.,NN,B,I_CLS
01127_757,พ.ร.บ.,NN,B,I_CLS
01127_766,พ.ร.บ.,NN,B,I_CLS
01134_278,ครม.,NN,B,I_CLS
01134_362,พ.ร.บ.,NN,B,I_CLS
01135_232,รปภ.,NN,B,I_CLS
01135_271,รปภ.,NN,B,B_CLS
01140_234,พ.ร.บ.,NN,B,I_CLS
01140_242,พ.ร.บ.,NN,B,I_CLS
01140_256,พ.ร.บ.,NN,B,B_CLS
01140_722,พ.ร.บ.,NN,B,I_CLS
01140_726,พ.ร.บ.,NN,B,I_CLS
01140_734,พ.ร.บ.,NN,B,E_CLS
01140_815,พ.ร.บ.,NN,B,I_CLS
01140_820,พ.ร.บ.,NN,B,I_CLS
01140_828,พ.ร.บ.,NN,B,B_CLS
01141_1222,มท.1,NN,B,E_CLS
01144_21,จยย.,NN,B,I_CLS
01148_25,ร.ร.,CL,B,I_CLS
01154_736,ครม.,NN,B,B_CLS
01155_0,จนท.,NN,B,B_CLS
01155_32,รปภ.,NN,B,I_CLS
01163_531,พ.ร.บ.,NN,B,I_CLS
01171_132,ส.ส.,NN,B,I_CLS
01174_38,จนท.,NN,B,I_CLS
01174_523,กมธ.,NN,B,I_CLS
01174_637,ผอ.,NN,B,I_CLS
01175_1,จยย.,NN,B,I_CLS
01175_17,จยย.,NN,B,I_CLS
01175_50,จยย.,NN,B,I_CLS
01175_215,รปภ.,NN,B,E_CLS
01183_40,ขรก.,NN,B,I_CLS
01184_25,จยย.,NN,B,I_CLS
01185_1610,ครม.,NN,B,I_CLS
01185_1689,ครม.,NN,B,E_CLS
01185_2580,ครม.,NN,B,I_CLS
01185_2637,พ.ร.บ.,NN,B,I_CLS
01191_21,จยย.,NN,B,I_CLS
01200_217,พ.ร.บ.,NN,B,B_CLS
01200_227,พ.ร.บ.,NN,B,I_CLS
01200_411,พ.ร.ก.,NN,B,I_CLS
01202_103,พ.ร.บ.,NN,B,I_CLS
01202_875,พ.ร.บ.,NN,B,I_CLS
01202_890,พ.ร.บ.,NN,B,I_CLS
01202_946,พ.ร.บ.,NN,B,I_CLS
01216_24,จยย.,NN,B,I_CLS
01216_36,จนท.,NN,B,B_CLS
01220_695,ศก.,NN,B,E_CLS
01221_359,พ.ร.ก.,NN,B,I_CLS
01221_398,พ.ร.บ.,NN,B,I_CLS
01223_2722,พ.ร.บ.,NN,B,I_CLS
01223_5550,พ.ร.บ.,NN,B,I_CLS
01230_182,พ.ร.บ.,NN,B,I_CLS
01239_380,ส.ส.,NN,B,I_CLS
01239_392,ส.ส.,NN,B,I_CLS
01239_447,ส.ส.,NN,B,I_CLS
01241_600,จนท.,NN,B,I_CLS
01241_764,จนท.,NN,B,I_CLS
01245_112,พ.ร.บ.,NN,B,I_CLS
01249_17,จยย.,NN,B,I_CLS
01263_638,พ.ร.ก.,NN,B,I_CLS
01266_11,จว.,NN,B,I_CLS
01266_1969,ครม.,NN,B,B_CLS
01266_2001,ครม.,NN,B,I_CLS
01266_2324,จนท.,NN,B,I_CLS
01283_77,ส.ส.,NN,B,I_CLS
01285_1,ครม.,NN,B,I_CLS
01285_14,ครม.,NN,B,B_CLS
01285_113,ครม.,NN,B,I_CLS
01285_166,ครม.,NN,B,I_CLS
01285_271,ครม.,NN,B,I_CLS
01285_311,ครม.,NN,B,I_CLS
01285_337,พ.ร.ก.,NN,B,I_CLS
01285_396,ครม.,NN,B,I_CLS
01285_493,ครม.,NN,B,I_CLS
01285_558,ครม.,NN,B,B_CLS
01285_612,ครม.,NN,B,I_CLS
01285_907,ครม.,NN,B,I_CLS
01290_66,ศก.,NN,B,I_CLS
01292_3,ธ.,NN,B,I_CLS
01292_47,จยย.,NN,B,I_CLS
01293_352,ครม.,NN,B,I_CLS
01297_6,ครม.,NN,B,I_CLS
01297_16,ครม.,NN,B,I_CLS
01300_322,พ.ร.บ.,NN,B,I_CLS
01301_10,จว.,CL,B,I_CLS
01315_88,รปภ.,NN,B,I_CLS
01315_495,รปภ.,NN,B,I_CLS
01326_5,ครม.,NN,B,I_CLS
01326_38,ครม.,NN,B,E_CLS
01326_47,มท.1,NN,__,I_CLS
01326_122,ครม.,NN,B,I_CLS
01326_148,ครม.,NN,B,I_CLS
01326_427,ครม.,NN,B,I_CLS
01326_445,ครม.,NN,B,I_CLS
